g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	ArgoUML
		Individual Median F1: 0.8430563523659957
		Individual Median F1: 0.861842105263158
	Average F1 score:	0.8032118050891045
	Best Individual F1 score:	0.8573605457146001
	F1:	0.8573605457146001
	Extends:	0.8946965433404411
	Implements:	1.0
	Field:	0.9697531893905375
	Argument:	0.5232397077204036
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.04308722308571067
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.34120351696284035
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.1797368297788997
Evaluating generation: 16
		Individual Median F1: 0.8478528362249292
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.8443219489630713
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.8451711456859972
		Individual Median F1: 0.8348716846098321
		Individual Median F1: 0.844393921082845
		Individual Median F1: 0.8413554817275748
		Individual Median F1: 0.8413554817275748
		Individual Median F1: 0.8451711456859972
		Individual Median F1: 0.8413554817275747
		Individual Median F1: 0.8451711456859972
		Individual Median F1: 0.8413554817275747
		Individual Median F1: 0.8413554817275748
		Individual Median F1: 0.8449578414839798
		Individual Median F1: 0.8400156475003686
		Individual Median F1: 0.8322032729612945
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.8443219489630713
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.8413554817275748
		Individual Median F1: 0.844989267184537
		Individual Median F1: 0.8443219489630713
		Individual Median F1: 0.8413554817275748
		Individual Median F1: 0.8440244368079419
		Individual Median F1: 0.8332013996443527
		Individual Median F1: 0.8543095248236012
		Individual Median F1: 0.8468847517829832
	Average F1 score:	0.7871952663271041
	Best Individual F1 score:	0.8543095248236012
	F1:	0.8543095248236012
	Extends:	0.8946965433404411
	Implements:	1.0
	Field:	0.8051749749042352
	Argument:	0.5232397077204036
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.7450525302313056
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 17
		Individual Median F1: 0.8439974449975245
		Individual Median F1: 0.8438513250736153
		Individual Median F1: 0.8432873006833712
		Individual Median F1: 0.8460651289009498
		Individual Median F1: 0.8439974449975245
		Individual Median F1: 0.8454083908721982
		Individual Median F1: 0.8439974449975245
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8439974449975245
		Individual Median F1: 0.8454083908721981
		Individual Median F1: 0.8438019102990033
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8605760888426167
		Individual Median F1: 0.8577976857036208
		Individual Median F1: 0.8602380952380952
		Individual Median F1: 0.8596045824094605
		Individual Median F1: 0.844509559088765
		Individual Median F1: 0.8439974449975245
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8454083908721981
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8454083908721981
		Individual Median F1: 0.8477462103741967
		Individual Median F1: 0.8438019102990033
		Individual Median F1: 0.8618361251785482
		Individual Median F1: 0.8438019102990033
		Individual Median F1: 0.8592789794786467
		Individual Median F1: 0.8433392109823746
		Individual Median F1: 0.8602380952380952
	Average F1 score:	0.8344730557186215
	Best Individual F1 score:	0.8618361251785482
	F1:	0.8618361251785482
	Extends:	0.8946965433404411
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.5232397077204036
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.7450525302313056
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 18
		Individual Median F1: 0.8372150666135527
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.8372150666135527
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.8400462478665418
		Individual Median F1: 0.8387286171504249
		Individual Median F1: 0.858985491515612
		Individual Median F1: 0.8561667701910403
		Individual Median F1: 0.8561667701910403
		Individual Median F1: 0.8575778824909099
		Individual Median F1: 0.8561667701910405
		Individual Median F1: 0.8561667701910404
		Individual Median F1: 0.858985491515612
		Individual Median F1: 0.8561667701910405
		Individual Median F1: 0.8574581292702098
		Individual Median F1: 0.8454629335947637
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.8372150666135527
		Individual Median F1: 0.8568131776669718
		Individual Median F1: 0.8400462478665418
		Individual Median F1: 0.8372150666135527
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.8561667701910404
		Individual Median F1: 0.8400462478665418
		Individual Median F1: 0.8372150666135527
		Individual Median F1: 0.8387286171504249
		Individual Median F1: 0.8362745098039215
		Individual Median F1: 0.858985491515612
		Individual Median F1: 0.8372150666135527
	Average F1 score:	0.7918322916998984
	Best Individual F1 score:	0.858985491515612
	F1:	0.858985491515612
	Extends:	0.8946965433404411
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.5232397077204036
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.7450525302313056
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 19
		Individual Median F1: 0.8507558100411704
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.854378670168144
		Individual Median F1: 0.8528264394299576
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8312515757502927
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8573605457146
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8294558516022377
		Individual Median F1: 0.830785912148793
		Individual Median F1: 0.8304374088633222
		Individual Median F1: 0.8514182499331014
		Individual Median F1: 0.8507558100411704
		Individual Median F1: 0.8507558100411704
		Individual Median F1: 0.8528264394299576
		Individual Median F1: 0.8575741611282217
		Individual Median F1: 0.8507558100411704
		Individual Median F1: 0.8498618154498376
		Individual Median F1: 0.8573605457146001
		Individual Median F1: 0.8541144759790709
		Individual Median F1: 0.8286394262773004
		Individual Median F1: 0.8294558516022377
		Individual Median F1: 0.8312515757502927
		Individual Median F1: 0.8286394262773004
		Individual Median F1: 0.8204960919629106
	Average F1 score:	0.7765954705169719
	Best Individual F1 score:	0.8573605457146001
	F1:	0.8573605457146001
	Extends:	0.8946965433404411
	Implements:	0.8793277540439939
	Field:	0.9697531893905375
	Argument:	0.5232397077204036
	Returns:	0.9850795695079971
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.7450525302313056
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 20
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8374591077727214
		Individual Median F1: 0.8374591077727214
		Individual Median F1: 0.8374591077727215
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8352713178294573
		Individual Median F1: 0.8374591077727215
		Individual Median F1: 0.8374591077727215
		Individual Median F1: 0.8352713178294573
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8374591077727215
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8344748858447488
		Individual Median F1: 0.8374591077727215
		Individual Median F1: 0.8344748858447488
		Individual Median F1: 0.8368576625738972
		Individual Median F1: 0.8382511965761268
		Individual Median F1: 0.8352713178294573
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8352713178294573
		Individual Median F1: 0.8360655737704917
		Individual Median F1: 0.8376475930971844
		Individual Median F1: 0.8360655737704917
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.8352713178294573
		Individual Median F1: 0.8374591077727214
		Individual Median F1: 0.8382511965761269
		Individual Median F1: 0.833676268861454
	Average F1 score:	0.7959563030256456
	Best Individual F1 score:	0.8352713178294573
	F1:	0.8352713178294573
	Extends:	0.8946965433404411
	Implements:	1.0
	Field:	0.8051749749042352
	Argument:	0.21537185976770834
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.17956029491456693
	File_Horizontal:	1.0
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 21
		Individual Median F1: 0.8535292700554084
		Individual Median F1: 0.8544973544973545
		Individual Median F1: 0.8535292700554085
		Individual Median F1: 0.8618658225622087
		Individual Median F1: 0.8535292700554085
		Individual Median F1: 0.8544973544973545
		Individual Median F1: 0.8535292700554085
		Individual Median F1: 0.8562443845462713
		Individual Median F1: 0.8562443845462713
		Individual Median F1: 0.8544973544973545
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8581662295174437
		Individual Median F1: 0.8618658225622088
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8581662295174437
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8544973544973546
		Individual Median F1: 0.8535292700554084
		Individual Median F1: 0.8535292700554084
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8562443845462713
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8618658225622087
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8535292700554085
		Individual Median F1: 0.8599439775910365
		Individual Median F1: 0.8562443845462713
		Individual Median F1: 0.8562443845462713
		Individual Median F1: 0.8618658225622087
		Individual Median F1: 0.8599439775910365
	Average F1 score:	0.8404570104213033
	Best Individual F1 score:	0.8544973544973545
	F1:	0.8544973544973545
	Extends:	0.8946965433404411
	Implements:	1.0
	Field:	0.8051749749042352
	Argument:	0.21537185976770834
	Returns:	0.932519184460399
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.04938594872837798
	Throws:	0.17956029491456693
	File_Horizontal:	1.0
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 22
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8593910176488515
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8593910176488515
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8630173378076063
		Individual Median F1: 0.8593910176488515
		Individual Median F1: 0.8666457591156105
		Individual Median F1: 0.8666457591156105
		Individual Median F1: 0.8678947304086347
		Individual Median F1: 0.8678778890124831
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8593910176488515
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8678947304086347
		Individual Median F1: 0.8678947304086347
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8666457591156105
		Individual Median F1: 0.8629680616740087
		Individual Median F1: 0.8678947304086349
	Average F1 score:	0.8435287832053526
	Best Individual F1 score:	0.8678778890124831
	F1:	0.8678778890124831
	Extends:	0.8946965433404411
	Implements:	0.8793277540439939
	Field:	0.8051749749042352
	Argument:	0.5232397077204036
	Returns:	0.9850795695079971
	LocalVar:	0.36141101320734514
	MethodCall:	0.0
	ConstructorCall:	0.9870515980945805
	OwnFieldUse:	0.9896351750211895
	FieldUse:	0.0
	Throws:	0.7450525302313056
	File_Horizontal:	0.965437264902495
	File_LevelUp:	0.15485304978649383
	File_LevelDown:	0.3521254935374693
	Unknown:	0.904508205055439
Evaluating generation: 23
		Individual Median F1: 0.8285004617393243
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8332197760081762
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8351342501637198
		Individual Median F1: 0.8368429644139732
		Individual Median F1: 0.8351342501637198
		Individual Median F1: 0.8351342501637198
		Individual Median F1: 0.8307989976845244
		Individual Median F1: 0.8326513213981244
		Individual Median F1: 0.8362662631452303
		Individual Median F1: 0.8345624385447394
		Individual Median F1: 0.8285004617393243
		Individual Median F1: 0.8326513213981244
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8351342501637198
		Individual Median F1: 0.8330795235537582
		Individual Median F1: 0.8345624385447394
		Individual Median F1: 0.8307989976845244
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8313708093035046
		Individual Median F1: 0.8362662631452303
	Average F1 score:	0.8104748001472147
	Best Individual F1 score:	0.8332197760081762
	F1:	0.8332197760081762
	Extends:	0.8946965433404411
	Implements:	1.0
	Field:	0.8051749749042352
