g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
		Individual Median F1: 0.8483722172891506
		Individual Median F1: 0.8403266932270916
		Individual Median F1: 0.8492806200272087
	Average F1 score:	0.8472744754146462
	Best Individual F1 score:	0.8470086708192787
	F1:	0.8470086708192787
	Extends:	0.7286100069712736
	Implements:	0.654273818587676
	Field:	0.17375285370937765
	Argument:	0.4107138843431336
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.3124508594860187
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.04359143514421082
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 16
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.8388932320034859
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.845546222745873
		Individual Median F1: 0.8405303514376998
		Individual Median F1: 0.8377050002507649
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.8377208752825149
		Individual Median F1: 0.8405303514376997
		Individual Median F1: 0.8395450568678915
		Individual Median F1: 0.833989501312336
		Individual Median F1: 0.8395450568678916
		Individual Median F1: 0.833989501312336
		Individual Median F1: 0.8321849699115953
		Individual Median F1: 0.8432062175638546
		Individual Median F1: 0.8442222222222222
		Individual Median F1: 0.8388932320034859
		Individual Median F1: 0.8377050002507649
		Individual Median F1: 0.8405303514376996
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.8414224793109272
		Individual Median F1: 0.8419009370816599
		Individual Median F1: 0.840548915449314
		Individual Median F1: 0.845546222745873
		Individual Median F1: 0.8407332886206126
		Individual Median F1: 0.8321849699115953
		Individual Median F1: 0.8368570446647914
		Individual Median F1: 0.8432062175638547
		Individual Median F1: 0.8321849699115953
	Average F1 score:	0.7648609862661717
	Best Individual F1 score:	0.8419009370816599
	F1:	0.8419009370816599
	Extends:	0.9339466251647588
	Implements:	0.654273818587676
	Field:	0.880168550723577
	Argument:	0.4107138843431336
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.3124508594860187
	OwnFieldUse:	0.7278904119339156
	FieldUse:	0.8744621695113632
	Throws:	0.04359143514421082
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 17
		Individual Median F1: 0.8307669179391363
		Individual Median F1: 0.829746572496884
		Individual Median F1: 0.8315650662350896
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8315650662350896
		Individual Median F1: 0.8353416404217444
		Individual Median F1: 0.8326569915399958
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8340024017841825
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8345303514376997
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8366747498206906
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8299784946236559
		Individual Median F1: 0.8353416404217445
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8284011622526974
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8315650662350895
		Individual Median F1: 0.8326569915399958
		Individual Median F1: 0.8303212851405622
		Individual Median F1: 0.8326569915399958
		Individual Median F1: 0.8326666666666667
		Individual Median F1: 0.8353416404217444
		Individual Median F1: 0.8315650662350895
	Average F1 score:	0.8102307875699458
	Best Individual F1 score:	0.8315650662350895
	F1:	0.8315650662350895
	Extends:	0.7286100069712736
	Implements:	0.654273818587676
	Field:	0.49230000898976833
	Argument:	0.4561776471147432
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.23447743692542666
	OwnFieldUse:	0.7278904119339156
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 18
		Individual Median F1: 0.8427172995780591
		Individual Median F1: 0.8455026455026455
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8405949315625424
		Individual Median F1: 0.8427172995780591
		Individual Median F1: 0.842132828735069
		Individual Median F1: 0.8364495547442765
		Individual Median F1: 0.8390488322717622
		Individual Median F1: 0.8458344327634812
		Individual Median F1: 0.8390488322717622
		Individual Median F1: 0.8302667237198689
		Individual Median F1: 0.8470243330401641
		Individual Median F1: 0.8439728853521957
		Individual Median F1: 0.8237140366172624
		Individual Median F1: 0.8358053470638966
		Individual Median F1: 0.8334515534118314
		Individual Median F1: 0.8405949315625423
		Individual Median F1: 0.8439728853521957
		Individual Median F1: 0.8408888888888889
		Individual Median F1: 0.8455026455026455
		Individual Median F1: 0.8412653975363941
		Individual Median F1: 0.8455026455026455
		Individual Median F1: 0.8405949315625423
		Individual Median F1: 0.8302667237198689
		Individual Median F1: 0.8408888888888889
		Individual Median F1: 0.8408888888888889
		Individual Median F1: 0.8458344327634812
		Individual Median F1: 0.8458344327634812
		Individual Median F1: 0.8380622642571638
		Individual Median F1: 0.8442965355909546
	Average F1 score:	0.8297407536766833
	Best Individual F1 score:	0.8470243330401641
	F1:	0.8470243330401641
	Extends:	0.9339466251647588
	Implements:	0.750338770691535
	Field:	0.17375285370937765
	Argument:	0.4107138843431336
	Returns:	0.8313314971041116
	LocalVar:	0.6419129906527741
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.3124508594860187
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.04359143514421082
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.06840169557540399
Evaluating generation: 19
		Individual Median F1: 0.8589009831460674
		Individual Median F1: 0.8454403983815748
		Individual Median F1: 0.8636739525935984
		Individual Median F1: 0.8431862683831188
		Individual Median F1: 0.8400904674149774
		Individual Median F1: 0.8476769179894181
		Individual Median F1: 0.8400904674149774
		Individual Median F1: 0.8556901239363017
		Individual Median F1: 0.8556901239363017
		Individual Median F1: 0.8544103335397684
		Individual Median F1: 0.8579442539347577
		Individual Median F1: 0.8579442539347577
		Individual Median F1: 0.8516674386289951
		Individual Median F1: 0.8546922389933771
		Individual Median F1: 0.8582325646794151
		Individual Median F1: 0.8594952913736563
		Individual Median F1: 0.8454403983815748
		Individual Median F1: 0.8579442539347577
		Individual Median F1: 0.8454403983815748
		Individual Median F1: 0.8566644635382243
		Individual Median F1: 0.8516674386289951
		Individual Median F1: 0.8575027938636595
		Individual Median F1: 0.8378185182070473
		Individual Median F1: 0.8579442539347577
		Individual Median F1: 0.8556901239363017
		Individual Median F1: 0.8400904674149774
		Individual Median F1: 0.8400904674149774
		Individual Median F1: 0.8556901239363017
		Individual Median F1: 0.8594602789569437
		Individual Median F1: 0.8400904674149774
	Average F1 score:	0.7988899165206349
	Best Individual F1 score:	0.8579442539347577
	F1:	0.8579442539347577
	Extends:	0.7286100069712736
	Implements:	0.750338770691535
	Field:	0.17375285370937765
	Argument:	0.4561776471147432
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.3124508594860187
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 20
		Individual Median F1: 0.8359979889391654
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8335227129257885
		Individual Median F1: 0.8379353545477324
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137956
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.834079283887468
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137956
		Individual Median F1: 0.8359979889391654
		Individual Median F1: 0.834079283887468
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137956
		Individual Median F1: 0.8336367120137956
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.8336367120137956
		Individual Median F1: 0.8316993464052287
		Individual Median F1: 0.8336367120137957
		Individual Median F1: 0.8336367120137957
	Average F1 score:	0.8022717440348401
	Best Individual F1 score:	0.8316993464052287
	F1:	0.8316993464052287
	Extends:	0.7286100069712736
	Implements:	0.654273818587676
	Field:	0.17375285370937765
	Argument:	0.4561776471147432
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.3124508594860187
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 21
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8503720033066962
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8474092207262343
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8458109402991292
		Individual Median F1: 0.8412094064949609
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8474092207262343
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8503720033066962
		Individual Median F1: 0.8503720033066962
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8335390158446458
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8350311262026033
		Individual Median F1: 0.8487586487586487
		Individual Median F1: 0.8473087897171667
		Individual Median F1: 0.8488741538886586
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8366022294341753
		Individual Median F1: 0.8503720033066962
	Average F1 score:	0.7914442565606197
	Best Individual F1 score:	0.8503720033066962
	F1:	0.8503720033066962
	Extends:	0.9339466251647588
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.4561776471147432
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.23447743692542666
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 22
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8065420560747664
		Individual Median F1: 0.8065420560747665
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8065420560747665
		Individual Median F1: 0.8009433962264151
		Individual Median F1: 0.8065420560747665
		Individual Median F1: 0.8078578455484506
		Individual Median F1: 0.8065420560747664
		Individual Median F1: 0.8009433962264152
		Individual Median F1: 0.8064680142980403
		Individual Median F1: 0.8009433962264151
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8009433962264151
		Individual Median F1: 0.8065420560747664
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8023529411764706
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8009433962264151
		Individual Median F1: 0.8036687306501549
		Individual Median F1: 0.8078578455484506
		Individual Median F1: 0.8065420560747665
	Average F1 score:	0.789077626994899
	Best Individual F1 score:	0.8065420560747664
	F1:	0.8065420560747664
	Extends:	0.9339466251647588
	Implements:	0.750338770691535
	Field:	0.49230000898976833
	Argument:	0.4561776471147432
	Returns:	0.8313314971041116
	LocalVar:	0.4950768032714573
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.23447743692542666
	OwnFieldUse:	0.4260063599511691
	FieldUse:	0.8744621695113632
	Throws:	0.0
	File_Horizontal:	0.8452686528631513
	File_LevelUp:	0.23076014386837052
	File_LevelDown:	0.21176688295009616
	Unknown:	0.2815932228115158
Evaluating generation: 23
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8373598253932415
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8373598253932415
		Individual Median F1: 0.8347782258064517
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8347782258064517
		Individual Median F1: 0.8328782362459548
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8347782258064518
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8373598253932415
		Individual Median F1: 0.833989501312336
		Individual Median F1: 0.8373598253932415
		Individual Median F1: 0.8347782258064517
		Individual Median F1: 0.8347782258064518
		Individual Median F1: 0.8328782362459548
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8347782258064517
		Individual Median F1: 0.8411475859318527
		Individual Median F1: 0.8411475859318527
		Individual Median F1: 0.8392598149537385
		Individual Median F1: 0.8347782258064517
